Product,Region,Year,Sales
Canon EOS R6,Asia - Southern,2022,4697.27
Rolex Submariner,Asia - Southern,2023,43952.86
KitchenAid Mixer,Africa - Western,2019,1208.22
Breville Coffee Maker,Oceania - Australia,2019,1361.11
Canon EOS R6,Latin America - Northern,2019,9968.79
Levi's 501 Jeans,Middle East - Levant,2021,79.6
Dyson V11 Vacuum,Africa - Southern,2023,1592.6
Sony WH-1000XM5,Oceania - Australia,2021,2329.24
Google Pixel 7,Latin America - Northern,2022,2463.42
Microsoft Surface Pro,North America - East,2019,7891.31
PlayStation 5,Latin America - Southern,2020,1949.93
Apple Watch Series 8,Latin America - Northern,2024,1403.36
Nike Air Force 1,Latin America - Southern,2023,56.37
Nike Air Force 1,Europe - Northern,2024,560.13
Samsung QLED TV,Europe - Northern,2024,10676.87
Breville Coffee Maker,Europe - Southern,2023,963.48
GoPro Hero 11,Middle East - Levant,2022,2867.74
Levi's 501 Jeans,North America - East,2024,545.36
Canon EOS R6,Europe - Western,2019,3089.39
iPhone 14 Pro,North America - Central,2022,4288.23
Levi's 501 Jeans,Africa - Eastern,2023,281.12
Roomba i7+,Asia - Southern,2021,3662.94
Samsung Galaxy S23,North America - Central,2020,7110.16
Instant Pot Pro,North America - West,2023,1381.54
Pottery Barn Dining Table,Latin America - Southern,2024,3463.25
LG OLED TV,Europe - Southern,2024,1987.35
GoPro Hero 11,Asia - Eastern,2020,1117.04
Ninja Air Fryer,North America - West,2020,584.63
IKEA Billy Bookcase,Latin America - Northern,2023,90.78
Xbox Series X,Europe - Northern,2021,1484.95
Canon EOS R6,Europe - Southern,2022,16608.75
Nike Air Force 1,Africa - Eastern,2023,145.34
Herman Miller Chair,Oceania - Australia,2024,11836.24
Samsung QLED TV,Oceania - New Zealand,2022,14220.7
LG OLED TV,Oceania - Australia,2022,5255.95
Ray-Ban Aviators,Latin America - Central,2023,448.25
Roomba i7+,Africa - Southern,2020,944.51
Samsung Galaxy S23,Asia - Eastern,2020,1518.8
Lululemon Align Leggings,Oceania - Australia,2019,402.39
Nintendo Switch OLED,Middle East - Levant,2024,669.7
Nespresso Vertuo,Europe - Eastern,2023,498.9
Tempur-Pedic Mattress,Oceania - New Zealand,2023,19204.78
Herman Miller Chair,North America - East,2024,5591.6
Nespresso Vertuo,Asia - Southern,2022,315.11
Instant Pot Pro,North America - Central,2022,758.89
iPhone 14 Pro,North America - East,2024,5440.03
Sony WH-1000XM5,Oceania - Australia,2023,3717.42
Dyson V11 Vacuum,Latin America - Northern,2021,1012.33
iPad Pro,Europe - Northern,2019,4386.98
Breville Coffee Maker,Middle East - Levant,2021,835.53
Adidas Ultraboost,Latin America - Northern,2022,229.97
Ray-Ban Aviators,North America - Central,2024,352.34
Rolex Submariner,Africa - Western,2020,13915.4
iPad Pro,Latin America - Central,2024,5322.61
Ray-Ban Aviators,Middle East - Gulf,2021,280.34
Samsung Galaxy S23,Europe - Southern,2024,928.74
Ray-Ban Aviators,North America - Central,2024,352.34
GoPro Hero 11,Latin America - Northern,2022,234.6
Samsung QLED TV,Europe - Western,2023,16922.05
Lululemon Align Leggings,Africa - Western,2019,155.05
Sony WH-1000XM5,Latin America - Southern,2024,2650.15
Nike Air Force 1,Europe - Western,2021,348.35
Instant Pot Pro,Africa - Western,2021,368.56
Nespresso Vertuo,Europe - Eastern,2024,598.42
GoPro Hero 11,Africa - Western,2020,721.69
Nike Air Force 1,Asia - Southern,2022,276.76
Samsung QLED TV,Middle East - Levant,2024,8125.17
Instant Pot Pro,North America - West,2020,619.6
Nespresso Vertuo,Europe - Eastern,2021,1035.98
Rolex Submariner,North America - West,2022,27772.11
Roomba i7+,Asia - Eastern,2021,2490.0
Pottery Barn Dining Table,Middle East - Levant,2024,6095.54
LG OLED TV,Africa - Western,2019,2436.34
Tempur-Pedic Mattress,Europe - Southern,2024,6964.09
Microsoft Surface Pro,Latin America - Central,2023,1578.78
Herman Miller Chair,Latin America - Southern,2024,1093.6
Sony WH-1000XM5,Middle East - Levant,2020,1397.01
Instant Pot Pro,North America - East,2024,1025.92
Ninja Air Fryer,Latin America - Northern,2021,84.27
Sony WH-1000XM5,Middle East - Levant,2023,357.96
Microsoft Surface Pro,Asia - Eastern,2024,4225.53
Sony WH-1000XM5,Middle East - Levant,2023,357.96
Lululemon Align Leggings,Africa - Southern,2021,158.88
Pottery Barn Dining Table,Asia - Eastern,2019,7211.75
Samsung QLED TV,Latin America - Central,2019,4968.52
Lululemon Align Leggings,Middle East - Levant,2019,68.98
Roomba i7+,Oceania - Australia,2022,6005.45
Ray-Ban Aviators,Africa - Western,2019,314.38
Samsung QLED TV,Europe - Northern,2019,2409.16
Nespresso Vertuo,Latin America - Northern,2019,316.44
Vitamix Blender,North America - West,2023,4102.55
Tempur-Pedic Mattress,Oceania - New Zealand,2019,10397.23
Samsung QLED TV,Middle East - Levant,2024,8125.17
Lululemon Align Leggings,Europe - Southern,2020,57.01
Roomba i7+,Middle East - Gulf,2021,604.86
LG OLED TV,Europe - Western,2020,4742.67
Nintendo Switch OLED,Europe - Southern,2022,2525.58
AirPods Pro,North America - West,2021,1878.95
Samsung QLED TV,Africa - Eastern,2024,4013.68
West Elm Sofa,Africa - Western,2020,4848.38
Dyson V11 Vacuum,Europe - Southern,2022,4068.21
Xbox Series X,North America - Central,2021,2442.33
Canon EOS R6,Africa - Eastern,2021,7321.36
KitchenAid Mixer,Latin America - Northern,2024,884.35
KitchenAid Mixer,Latin America - Central,2022,1476.67
Levi's 501 Jeans,Africa - Western,2019,25.37
Instant Pot Pro,North America - Central,2020,549.56
Levi's 501 Jeans,Africa - Southern,2021,159.19
Apple Watch Series 8,Middle East - Levant,2023,1479.79
Canon EOS R6,North America - Central,2023,3306.32
Dell XPS 13,North America - East,2021,5860.04
Rolex Submariner,Africa - Eastern,2024,25225.08
Pottery Barn Dining Table,Middle East - Gulf,2021,1090.37
MacBook Air M2,Middle East - Gulf,2023,6763.08
Microsoft Surface Pro,Latin America - Northern,2024,5214.36
Roomba i7+,Oceania - Australia,2024,6234.49
Nintendo Switch OLED,Asia - Southern,2024,633.17
Ray-Ban Aviators,Middle East - Levant,2022,75.82
LG OLED TV,Africa - Western,2019,2436.34
Herman Miller Chair,Oceania - New Zealand,2021,993.91
Vitamix Blender,Asia - Southeastern,2024,2673.52
KitchenAid Mixer,Africa - Southern,2019,1363.31
MacBook Air M2,Latin America - Southern,2023,2234.58
West Elm Sofa,North America - East,2022,9785.12
iPad Pro,Asia - Southern,2019,3523.66
Pottery Barn Dining Table,Oceania - Australia,2022,6315.66
Rolex Submariner,Oceania - New Zealand,2024,79414.17
AirPods Pro,Middle East - Levant,2020,1116.56
LG OLED TV,Middle East - Levant,2022,11854.47
KitchenAid Mixer,Latin America - Southern,2021,1063.98
Xbox Series X,Latin America - Northern,2019,2106.01
Ninja Air Fryer,Africa - Southern,2023,439.24
iPhone 14 Pro,Africa - Eastern,2023,3921.04
Xbox Series X,Africa - Eastern,2021,524.32
Lululemon Align Leggings,Europe - Eastern,2022,229.2
Tempur-Pedic Mattress,Oceania - Australia,2024,24506.92
GoPro Hero 11,Africa - Southern,2019,1299.1
MacBook Air M2,Europe - Northern,2023,14813.31
LG OLED TV,Africa - Western,2021,777.86
Dyson V11 Vacuum,Oceania - Australia,2023,622.86
Apple Watch Series 8,Middle East - Levant,2022,484.89
iPhone 14 Pro,Africa - Western,2023,3744.53
Samsung QLED TV,Europe - Western,2020,7634.0
MacBook Air M2,Asia - Eastern,2020,2744.99
Lululemon Align Leggings,Oceania - New Zealand,2022,311.86
Pottery Barn Dining Table,Latin America - Central,2021,558.95
Levi's 501 Jeans,Asia - Southeastern,2022,385.64
Vitamix Blender,North America - West,2024,796.22
Roomba i7+,Asia - Southern,2021,3662.94
Pottery Barn Dining Table,Africa - Western,2021,3407.91
Tempur-Pedic Mattress,North America - West,2019,15870.06
Microsoft Surface Pro,Oceania - New Zealand,2020,4532.34
Lululemon Align Leggings,Africa - Eastern,2020,158.63
Rolex Submariner,Asia - Southeastern,2021,5367.77
Google Pixel 7,Oceania - New Zealand,2024,5428.2
Adidas Ultraboost,Asia - Eastern,2021,727.75
Sony WH-1000XM5,Europe - Northern,2022,2761.08
Nike Air Force 1,Oceania - New Zealand,2020,284.99
MacBook Air M2,Africa - Southern,2023,1825.13
Herman Miller Chair,Africa - Western,2022,2487.99
Instant Pot Pro,Asia - Southern,2019,561.77
Xbox Series X,Asia - Eastern,2024,3889.0
Ray-Ban Aviators,North America - West,2019,380.71
Dell XPS 13,Oceania - Australia,2019,4534.27
Instant Pot Pro,Asia - Southern,2023,290.0
Vitamix Blender,Asia - Eastern,2020,626.85
LG OLED TV,Asia - Southern,2020,9849.73
Canon EOS R6,Asia - Southern,2024,2748.5
Nespresso Vertuo,Latin America - Southern,2022,462.67
Google Pixel 7,Asia - Southern,2024,1456.45
Vitamix Blender,Asia - Southeastern,2023,1323.41
iPad Pro,Middle East - Levant,2023,2484.44
Ninja Air Fryer,Latin America - Central,2020,517.89
Apple Watch Series 8,Latin America - Central,2023,1124.64
Herman Miller Chair,Europe - Northern,2022,2594.72
Samsung Galaxy S23,Latin America - Northern,2021,1161.9
Canon EOS R6,Middle East - Levant,2023,9191.58
Levi's 501 Jeans,Europe - Western,2020,216.46
iPhone 14 Pro,Asia - Eastern,2021,1064.4
Microsoft Surface Pro,Asia - Southeastern,2021,1355.16
Adidas Ultraboost,Latin America - Northern,2019,197.85
LG OLED TV,Europe - Southern,2024,1987.35
Adidas Ultraboost,Africa - Western,2020,184.03
Ray-Ban Aviators,Latin America - Northern,2024,198.38
Ninja Air Fryer,North America - East,2021,339.86
Lululemon Align Leggings,Asia - Eastern,2022,336.92
Nespresso Vertuo,Asia - Eastern,2024,645.07
Sony WH-1000XM5,North America - West,2023,2851.94
Apple Watch Series 8,North America - Central,2019,881.39
Microsoft Surface Pro,Oceania - New Zealand,2019,9248.48
KitchenAid Mixer,Africa - Western,2019,1208.22
MacBook Air M2,Africa - Western,2019,2035.36
Tempur-Pedic Mattress,Africa - Southern,2023,8536.32
IKEA Billy Bookcase,Europe - Eastern,2019,218.34
West Elm Sofa,Latin America - Southern,2021,4544.93
Microsoft Surface Pro,Europe - Northern,2019,2418.1
Nike Air Force 1,Europe - Eastern,2020,162.54
Breville Coffee Maker,Latin America - Southern,2023,509.6
Dyson V11 Vacuum,Asia - Eastern,2023,4190.42
Microsoft Surface Pro,Europe - Northern,2023,3874.56
Instant Pot Pro,Africa - Western,2021,368.56
Adidas Ultraboost,Africa - Eastern,2024,134.59
KitchenAid Mixer,Oceania - New Zealand,2021,1183.31
Xbox Series X,Oceania - Australia,2022,1513.08
Adidas Ultraboost,Europe - Northern,2022,486.7
KitchenAid Mixer,North America - East,2024,2639.2
Levi's 501 Jeans,Europe - Western,2022,402.61
Nike Air Force 1,Oceania - Australia,2023,323.18
Sony WH-1000XM5,Africa - Southern,2020,1196.94
Pottery Barn Dining Table,Latin America - Central,2020,1854.42
Nintendo Switch OLED,Middle East - Levant,2024,669.7
Lululemon Align Leggings,Middle East - Levant,2019,68.98
Xbox Series X,Africa - Western,2024,1680.59
Sony WH-1000XM5,Asia - Southeastern,2022,565.18
Lululemon Align Leggings,Africa - Western,2024,330.76
AirPods Pro,North America - Central,2019,991.82
Samsung Galaxy S23,Latin America - Southern,2020,1829.47
Breville Coffee Maker,Oceania - New Zealand,2022,1872.4
GoPro Hero 11,Europe - Southern,2019,2274.88
Canon EOS R6,Oceania - Australia,2021,3393.06
Samsung QLED TV,Africa - Southern,2020,7006.87
Adidas Ultraboost,Africa - Eastern,2022,66.2
Rolex Submariner,Middle East - Levant,2020,8075.65
Sony WH-1000XM5,Oceania - Australia,2023,3717.42
Google Pixel 7,Europe - Western,2019,1339.81
Nespresso Vertuo,Europe - Western,2022,1406.87
Canon EOS R6,Asia - Southern,2020,7925.66
Apple Watch Series 8,Asia - Southeastern,2021,346.02
AirPods Pro,Latin America - Southern,2021,536.4
Tempur-Pedic Mattress,Asia - Southeastern,2020,4118.67
Vitamix Blender,Latin America - Central,2021,1314.24
iPad Pro,Oceania - New Zealand,2024,11565.52
Dell XPS 13,Oceania - Australia,2022,3175.17
Instant Pot Pro,Europe - Eastern,2023,433.31
Samsung QLED TV,North America - West,2019,10382.64
Nike Air Force 1,Latin America - Northern,2022,382.28
Adidas Ultraboost,Europe - Western,2020,618.81
IKEA Billy Bookcase,Latin America - Central,2022,284.91
Tempur-Pedic Mattress,Middle East - Gulf,2019,11445.42
MacBook Air M2,Africa - Western,2020,4168.23
MacBook Air M2,Europe - Southern,2021,10157.85
Roomba i7+,Africa - Western,2022,2667.13
LG OLED TV,North America - West,2019,3944.99
Herman Miller Chair,Africa - Eastern,2019,2911.92
Nintendo Switch OLED,Europe - Eastern,2021,2233.96
Ninja Air Fryer,Asia - Eastern,2022,259.6
GoPro Hero 11,Asia - Southeastern,2021,1852.35
Canon EOS R6,Oceania - New Zealand,2023,6661.99
Levi's 501 Jeans,Asia - Southeastern,2020,37.09
Pottery Barn Dining Table,Latin America - Southern,2023,8220.13
AirPods Pro,Africa - Eastern,2023,1231.12
Samsung Galaxy S23,Europe - Northern,2021,6560.98
LG OLED TV,Europe - Northern,2020,3854.34
Apple Watch Series 8,Latin America - Central,2024,1888.96
Canon EOS R6,North America - West,2022,26688.83
Ray-Ban Aviators,Africa - Eastern,2021,127.25
Adidas Ultraboost,Latin America - Northern,2023,154.25
Vitamix Blender,North America - East,2023,2242.32
Microsoft Surface Pro,Africa - Southern,2020,7841.88
Instant Pot Pro,Oceania - Australia,2020,114.17
Instant Pot Pro,Africa - Eastern,2024,481.59
Dell XPS 13,Middle East - Gulf,2021,1179.85
Roomba i7+,Latin America - Southern,2020,1214.9
Breville Coffee Maker,Asia - Eastern,2020,267.34
Roomba i7+,Europe - Southern,2023,3385.36
Nike Air Force 1,North America - East,2021,734.47
iPhone 14 Pro,Europe - Southern,2020,1941.92
Vitamix Blender,Oceania - New Zealand,2020,806.9
Instant Pot Pro,Europe - Southern,2023,295.21
Dell XPS 13,Oceania - Australia,2023,6223.15
Samsung Galaxy S23,Latin America - Southern,2019,1004.62
Dyson V11 Vacuum,Europe - Western,2023,2617.44
PlayStation 5,Latin America - Central,2023,2100.83
Dyson V11 Vacuum,Europe - Western,2023,2617.44
Xbox Series X,Europe - Northern,2019,3543.81
Ray-Ban Aviators,Europe - Northern,2024,256.05
Herman Miller Chair,Europe - Northern,2020,6990.67
Sony WH-1000XM5,Europe - Northern,2019,1303.95
Vitamix Blender,Europe - Northern,2021,2190.05
Roomba i7+,Latin America - Southern,2019,2176.43
Herman Miller Chair,Asia - Southern,2020,3277.11
Ninja Air Fryer,Asia - Southern,2024,1037.29
Canon EOS R6,Middle East - Levant,2024,5314.8
PlayStation 5,Europe - Western,2021,3322.62
Samsung Galaxy S23,Europe - Southern,2023,1997.57
Instant Pot Pro,Europe - Northern,2021,782.34
Sony WH-1000XM5,Latin America - Northern,2023,1840.88
Instant Pot Pro,Africa - Eastern,2024,481.59
GoPro Hero 11,Oceania - Australia,2019,3573.67
Instant Pot Pro,Asia - Southern,2022,174.34
Lululemon Align Leggings,Africa - Southern,2024,89.27
Nike Air Force 1,Latin America - Central,2024,254.48
Dyson V11 Vacuum,Asia - Southern,2022,2960.72
Dyson V11 Vacuum,Europe - Northern,2020,1850.6
Xbox Series X,Oceania - New Zealand,2022,4913.53
Sony WH-1000XM5,Asia - Southern,2021,2354.06
Rolex Submariner,Middle East - Gulf,2022,12891.42
Nespresso Vertuo,Latin America - Central,2022,118.84
Samsung Galaxy S23,Latin America - Central,2019,3628.17
KitchenAid Mixer,Latin America - Northern,2020,364.74
Canon EOS R6,Latin America - Northern,2023,7376.91
Roomba i7+,Europe - Eastern,2019,3473.48
IKEA Billy Bookcase,Europe - Western,2019,422.99
Dell XPS 13,Europe - Northern,2022,11799.8
KitchenAid Mixer,Middle East - Levant,2022,1413.68
Dyson V11 Vacuum,Latin America - Northern,2022,1157.89
GoPro Hero 11,Latin America - Northern,2022,234.6
Samsung Galaxy S23,Africa - Western,2022,596.83
Samsung QLED TV,Oceania - New Zealand,2019,1351.06
Microsoft Surface Pro,Europe - Southern,2021,10309.03
GoPro Hero 11,Asia - Eastern,2020,1117.04
LG OLED TV,Latin America - Central,2020,7148.59
iPad Pro,Europe - Southern,2021,1182.94
Google Pixel 7,Latin America - Northern,2021,381.41
Rolex Submariner,Africa - Eastern,2022,11329.34
Instant Pot Pro,Africa - Eastern,2022,61.9
Lululemon Align Leggings,Middle East - Gulf,2021,139.69
Rolex Submariner,North America - Central,2021,12563.16
Ray-Ban Aviators,Europe - Eastern,2021,504.39
Tempur-Pedic Mattress,Middle East - Levant,2019,910.49
Ninja Air Fryer,Africa - Western,2019,519.72
Tempur-Pedic Mattress,Africa - Western,2023,1389.55
Instant Pot Pro,North America - East,2019,423.16
Canon EOS R6,Oceania - Australia,2023,13155.4
Adidas Ultraboost,Oceania - Australia,2023,903.63
Nespresso Vertuo,North America - Central,2024,250.96
Levi's 501 Jeans,Oceania - New Zealand,2024,546.4
Sony WH-1000XM5,Europe - Southern,2023,4102.33
IKEA Billy Bookcase,Asia - Southern,2021,115.68
Instant Pot Pro,North America - East,2021,521.63
Tempur-Pedic Mattress,Europe - Western,2020,8596.89
Levi's 501 Jeans,Europe - Southern,2020,358.32
Google Pixel 7,North America - West,2024,5901.37
Breville Coffee Maker,Africa - Eastern,2023,751.61
GoPro Hero 11,North America - Central,2022,1309.19
iPad Pro,Europe - Northern,2019,4386.98
AirPods Pro,Africa - Southern,2020,1260.72
Nespresso Vertuo,Latin America - Central,2022,118.84
Xbox Series X,Europe - Eastern,2020,915.12
West Elm Sofa,Africa - Southern,2020,2443.39
Breville Coffee Maker,Latin America - Southern,2024,511.24
Xbox Series X,Oceania - New Zealand,2020,3440.43
Ninja Air Fryer,Africa - Western,2019,519.72
Samsung QLED TV,North America - East,2024,2285.95
West Elm Sofa,Latin America - Central,2024,5322.59
Lululemon Align Leggings,North America - West,2022,917.75
PlayStation 5,Latin America - Southern,2020,1949.93
Nespresso Vertuo,Oceania - Australia,2023,756.44
Dyson V11 Vacuum,Africa - Eastern,2024,2052.63
KitchenAid Mixer,Middle East - Levant,2020,843.53
Google Pixel 7,Africa - Eastern,2019,1776.26
KitchenAid Mixer,North America - Central,2020,2053.69
Nespresso Vertuo,Europe - Western,2024,431.69
Vitamix Blender,Asia - Southeastern,2020,786.09
IKEA Billy Bookcase,Middle East - Levant,2024,374.8
Microsoft Surface Pro,North America - Central,2021,13665.78
Herman Miller Chair,Middle East - Gulf,2022,2132.37
Instant Pot Pro,Africa - Eastern,2022,61.9
Samsung QLED TV,Latin America - Central,2021,2758.55
Pottery Barn Dining Table,North America - East,2020,10138.45
iPhone 14 Pro,North America - West,2019,2243.94
Google Pixel 7,Latin America - Southern,2020,507.69
Rolex Submariner,Africa - Western,2020,13915.4
Ray-Ban Aviators,Europe - Eastern,2019,310.7
PlayStation 5,Europe - Northern,2022,602.6
Breville Coffee Maker,Africa - Western,2022,151.25
IKEA Billy Bookcase,Asia - Eastern,2024,467.35
Google Pixel 7,Asia - Southern,2023,3174.1
Levi's 501 Jeans,Latin America - Central,2019,123.08
Breville Coffee Maker,Africa - Southern,2020,412.56
Instant Pot Pro,Africa - Southern,2020,427.19
MacBook Air M2,North America - West,2019,10412.85
LG OLED TV,North America - Central,2021,5135.5
Google Pixel 7,Middle East - Levant,2024,3602.48
PlayStation 5,Africa - Southern,2023,2403.38
Nintendo Switch OLED,North America - Central,2019,1530.26
Apple Watch Series 8,Latin America - Central,2023,1124.64
Levi's 501 Jeans,North America - Central,2022,367.08
Nespresso Vertuo,Asia - Eastern,2020,260.27
AirPods Pro,Asia - Eastern,2020,246.4
IKEA Billy Bookcase,North America - West,2020,202.31
Samsung Galaxy S23,Europe - Eastern,2021,5781.5
iPad Pro,Europe - Southern,2020,788.07
